EmployeeID,Age,Department,Education,JobRole,Gender,MonthlyIncome,DateOfJoining,OverTime,BusinessTravel,MaritalStatus,YearsAtCompany,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,Attrition,StockOptionLevel,PercentSalaryHike,TotalWorkingYears
5289.0,13.0,Research & Development,Below College,Technician,Male,5000.0,2017-02-21,Yes,Travel_Frequently,Single,10.0,15.0,Normal,3.0,Low,Excellent,Bad,5.0,5.0,Moderate,No,3.0,20.0,20.0
3064.0,13.0,Human Resources,College,Technician,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Married,10.0,0.0,High,3.0,Low,Excellent,Poor,4.0,5.0,Extremely,No,0.0,18.0,20.0
7752.0,23.0,Sales,Below College,Executive,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Married,13.0,50.0,Medium,6.0,High,Bad,Bad,5.0,5.0,Extremely,No,3.0,18.0,20.0
7842.0,13.0,Research & Development,Master,Manager,Female,6926.0,2018-12-05,No,Travel_Frequently,Divorced,10.0,0.0,Medium,3.0,Low,Bad,Good,4.0,5.0,Moderate,No,0.0,20.0,11.0
6999.0,13.0,Research & Development,Doctor,Executive,Male,5000.0,2017-02-23,Yes,Travel_Frequently,Married,10.0,50.0,Normal,0.0,High,Excellent,Good,7.0,5.0,Minimal,No,0.0,25.0,15.0
3533.0,26.0,Sales,Bachelor,Research Scientist,Male,11132.0,2020-07-19,Yes,Travel_Frequently,Single,10.0,15.0,Medium,3.0,Very High,Excellent,Poor,5.0,5.0,Minimal,Yes,0.0,20.0,20.0
4260.0,13.0,Human Resources,Bachelor,Executive,Female,5000.0,2024-11-24,Yes,Travel_Frequently,Divorced,10.0,15.0,High,4.0,Low,Excellent,Excellent,5.0,1.0,Moderate,Yes,0.0,18.0,20.0
4076.0,25.0,Human Resources,Below College,Research Scientist,Female,5000.0,2019-10-16,Yes,Travel_Rarely,Single,8.0,12.0,High,3.0,Very High,Excellent,Poor,5.0,5.0,Minimal,No,2.0,14.0,20.0
3948.0,55.0,Unknown,Other,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,50.0,High,3.0,Low,Bad,Bad,5.0,1.0,Minimal,Yes,0.0,14.0,20.0
4235.0,13.0,Research & Development,College,Scientist,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,20.0,30.0,Normal,3.0,Very High,Bad,Excellent,10.0,5.0,Minimal,Yes,2.0,20.0,20.0
5029.0,50.0,Human Resources,College,Laboratory Technician,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,50.0,High,3.0,Low,Excellent,Bad,5.0,5.0,Moderate,Yes,3.0,20.0,20.0
1719.0,13.0,Human Resources,College,Executive,Male,5000.0,2018-12-05,Yes,Travel_Rarely,Single,10.0,3.0,High,3.0,High,Bad,Bad,5.0,5.0,Strong,Yes,3.0,20.0,18.0
8818.0,13.0,Research & Development,Other,Research Scientist,Male,9325.0,2018-12-05,Yes,Travel_Frequently,Single,5.0,50.0,High,3.0,Low,Excellent,Poor,2.0,5.0,Moderate,No,1.0,20.0,20.0
6601.0,13.0,Sales,Other,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,15.0,Medium,3.0,Very High,Excellent,Good,5.0,5.0,Minimal,Yes,3.0,20.0,38.0
3250.0,43.0,Research & Development,Other,Manager,Male,5000.0,2016-07-19,Yes,Travel_Frequently,Single,7.0,50.0,Medium,5.0,High,Excellent,Bad,5.0,5.0,Extremely,No,0.0,20.0,20.0
3344.0,38.0,Research & Development,Master,Research Scientist,Male,18873.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,1.0,High,3.0,Very High,Excellent,Bad,5.0,8.0,Extremely,Yes,3.0,20.0,20.0
6828.0,13.0,Unknown,Doctor,Technician,Male,5000.0,2021-06-25,Yes,Travel_Frequently,Divorced,10.0,5.0,Low,6.0,Very High,Good,Bad,5.0,0.0,Minimal,Yes,0.0,18.0,20.0
4381.0,13.0,Sales,Bachelor,Scientist,Male,4500.0,2018-12-05,Yes,Travel_Rarely,Single,10.0,0.0,High,6.0,Low,Good,Bad,5.0,13.0,Strong,No,0.0,20.0,20.0
5821.0,13.0,Sales,Bachelor,Research Scientist,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Married,10.0,50.0,Medium,3.0,Low,Excellent,Poor,5.0,8.0,Minimal,No,2.0,20.0,20.0
5352.0,27.0,Human Resources,Below College,Executive,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,4.0,0.0,High,3.0,High,Bad,Poor,5.0,5.0,Minimal,Yes,3.0,20.0,20.0
7282.0,13.0,Unknown,Other,Executive,Male,17258.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,50.0,High,3.0,Low,Excellent,Excellent,5.0,1.0,Minimal,Yes,1.0,17.0,20.0
2414.0,40.0,Sales,Bachelor,Research Scientist,Male,5000.0,2018-12-05,No,Travel_Frequently,Single,13.0,0.0,Normal,3.0,Low,Good,Good,2.0,5.0,Minimal,Yes,1.0,20.0,29.0
5228.0,13.0,Sales,Other,Executive,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,15.0,Medium,3.0,High,Bad,Poor,4.0,5.0,Strong,Yes,3.0,20.0,28.0
7235.0,13.0,Human Resources,College,Research Scientist,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,High,5.0,Low,Bad,Poor,5.0,5.0,Moderate,No,3.0,20.0,20.0
3302.0,13.0,Sales,Other,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,27.0,Low,3.0,Low,Excellent,Bad,5.0,5.0,Minimal,Yes,2.0,16.0,40.0
8581.0,13.0,Sales,College,Research Scientist,Male,5000.0,2019-04-20,Yes,Travel_Frequently,Single,10.0,15.0,Low,3.0,Low,Good,Excellent,5.0,5.0,Moderate,No,3.0,20.0,35.0
4268.0,13.0,Research & Development,College,Research Scientist,Male,6837.0,2018-12-05,No,Travel_Frequently,Single,10.0,15.0,High,0.0,Very High,Bad,Excellent,5.0,5.0,Minimal,Yes,0.0,24.0,20.0
4658.0,13.0,Human Resources,Below College,Manager,Female,5000.0,2023-04-26,Yes,Travel_Frequently,Divorced,10.0,16.0,High,3.0,Very High,Excellent,Bad,3.0,1.0,Strong,Yes,3.0,20.0,20.0
1073.0,31.0,Human Resources,College,Technician,Male,11995.0,2018-12-04,Yes,Travel_Frequently,Single,10.0,0.0,High,3.0,Very High,Poor,Bad,5.0,11.0,Minimal,Yes,0.0,15.0,20.0
6523.0,13.0,Research & Development,College,Scientist,Female,5000.0,2018-12-05,No,Travel_Frequently,Single,2.0,12.0,Normal,2.0,Low,Poor,Good,5.0,5.0,Minimal,Yes,0.0,20.0,20.0
5296.0,13.0,Human Resources,Below College,Manager,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,High,3.0,Low,Bad,Good,8.0,5.0,Strong,Yes,0.0,20.0,20.0
9436.0,13.0,Sales,Bachelor,Executive,Male,13696.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,2.0,Normal,3.0,Low,Poor,Excellent,5.0,5.0,Minimal,Yes,0.0,20.0,4.0
9762.0,13.0,Research & Development,College,Scientist,Male,5000.0,2016-09-03,Yes,Travel_Frequently,Divorced,10.0,15.0,Medium,1.0,Medium,Good,Bad,4.0,5.0,Strong,Yes,1.0,20.0,20.0
3600.0,32.0,Sales,Master,Research Scientist,Male,5000.0,2019-01-23,No,Travel_Frequently,Married,10.0,15.0,High,3.0,Medium,Bad,Bad,0.0,9.0,Moderate,No,0.0,10.0,8.0
5624.0,13.0,Human Resources,Below College,Technician,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,10.0,Low,5.0,Low,Excellent,Poor,5.0,11.0,Moderate,Yes,0.0,20.0,20.0
2708.0,13.0,Research & Development,College,Research Scientist,Male,5000.0,2021-09-08,No,Travel_Frequently,Single,5.0,0.0,Medium,3.0,Low,Good,Bad,5.0,5.0,Moderate,Yes,0.0,21.0,33.0
3709.0,31.0,Human Resources,Below College,Executive,Male,5000.0,2021-04-19,Yes,Travel_Frequently,Divorced,10.0,0.0,High,3.0,Medium,Bad,Bad,5.0,13.0,Minimal,No,2.0,18.0,20.0
2841.0,13.0,Sales,College,Technician,Male,5000.0,2018-12-05,Yes,Travel_Rarely,Single,19.0,6.0,Medium,3.0,Low,Excellent,Poor,5.0,5.0,Minimal,Yes,3.0,20.0,20.0
6378.0,13.0,Human Resources,College,Executive,Male,5000.0,2024-07-11,Yes,Travel_Rarely,Married,10.0,15.0,Normal,3.0,Low,Excellent,Good,5.0,5.0,Moderate,Yes,3.0,20.0,20.0
8362.0,55.0,Human Resources,Bachelor,Manager,Male,5000.0,2018-12-05,No,Travel_Frequently,Single,6.0,0.0,Normal,3.0,Low,Excellent,Poor,5.0,5.0,Minimal,Yes,0.0,20.0,20.0
7870.0,13.0,Human Resources,Doctor,Technician,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,50.0,High,3.0,Low,Excellent,Excellent,5.0,5.0,Moderate,Yes,0.0,20.0,6.0
7539.0,54.0,Unknown,Doctor,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,15.0,High,6.0,Low,Good,Poor,7.0,5.0,Minimal,No,1.0,20.0,20.0
3776.0,13.0,Human Resources,Bachelor,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,11.0,0.0,Low,3.0,Low,Poor,Good,5.0,5.0,Moderate,No,2.0,20.0,31.0
7095.0,13.0,Unknown,College,Research Scientist,Male,19971.0,2023-10-26,Yes,Travel_Frequently,Single,10.0,15.0,High,3.0,High,Poor,Good,5.0,5.0,Minimal,Yes,3.0,13.0,19.0
4597.0,23.0,Sales,Master,Executive,Male,5000.0,2019-11-14,Yes,Travel_Frequently,Single,10.0,5.0,Low,3.0,Low,Good,Bad,5.0,5.0,Extremely,No,0.0,20.0,38.0
6151.0,55.0,Human Resources,Below College,Manager,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,High,2.0,Low,Excellent,Bad,5.0,5.0,Extremely,Yes,1.0,20.0,11.0
7334.0,13.0,Research & Development,Master,Scientist,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,3.0,Normal,2.0,High,Bad,Bad,5.0,5.0,Extremely,Yes,0.0,20.0,35.0
7924.0,33.0,Research & Development,Doctor,Laboratory Technician,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,15.0,High,3.0,Very High,Bad,Excellent,5.0,5.0,Minimal,No,2.0,20.0,20.0
3598.0,13.0,Human Resources,Master,Research Scientist,Male,5000.0,2018-12-05,Yes,Travel_Rarely,Single,10.0,16.0,High,3.0,Low,Good,Good,5.0,5.0,Extremely,Yes,1.0,20.0,10.0
9847.0,41.0,Sales,College,Scientist,Female,15458.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,Low,3.0,Low,Excellent,Poor,5.0,5.0,Strong,Yes,1.0,20.0,20.0
8374.0,13.0,Human Resources,Doctor,Technician,Male,5000.0,2020-12-08,Yes,Travel_Frequently,Single,10.0,0.0,High,6.0,High,Good,Excellent,5.0,5.0,Strong,Yes,0.0,20.0,20.0
1013.0,13.0,Research & Development,College,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,0.0,High,3.0,Low,Excellent,Bad,5.0,5.0,Strong,Yes,0.0,20.0,20.0
9369.0,13.0,Sales,College,Executive,Male,6820.0,2018-12-05,Yes,Travel_Frequently,Married,20.0,1.0,High,3.0,Very High,Poor,Excellent,3.0,5.0,Strong,Yes,0.0,20.0,20.0
9901.0,13.0,Human Resources,College,Executive,Female,5000.0,2018-12-05,No,Travel_Frequently,Single,10.0,14.0,Medium,2.0,Low,Excellent,Good,1.0,15.0,Strong,Yes,1.0,20.0,20.0
3073.0,13.0,Sales,Other,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,15.0,High,3.0,Low,Excellent,Bad,5.0,6.0,Strong,Yes,2.0,16.0,26.0
7521.0,13.0,Sales,Bachelor,Executive,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,6.0,0.0,Medium,3.0,Very High,Excellent,Excellent,5.0,5.0,Moderate,Yes,0.0,20.0,6.0
9382.0,13.0,Research & Development,Bachelor,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,29.0,Medium,2.0,High,Bad,Bad,10.0,5.0,Minimal,No,3.0,20.0,8.0
6754.0,13.0,Research & Development,Master,Research Scientist,Female,13027.0,2018-12-05,Yes,Travel_Frequently,Single,15.0,0.0,Low,3.0,Low,Poor,Good,10.0,5.0,Minimal,Yes,0.0,20.0,8.0
1025.0,13.0,Research & Development,Doctor,Executive,Male,10279.0,2019-10-23,Yes,Travel_Rarely,Divorced,10.0,15.0,High,3.0,Very High,Excellent,Poor,5.0,5.0,Extremely,No,2.0,20.0,20.0
8277.0,13.0,Research & Development,Below College,Executive,Female,5000.0,2018-12-05,Yes,Travel_Rarely,Single,10.0,15.0,Low,3.0,Low,Bad,Bad,5.0,5.0,Minimal,Yes,0.0,20.0,20.0
8444.0,47.0,Research & Development,Doctor,Research Scientist,Male,5000.0,2018-12-05,Yes,Travel_Rarely,Single,6.0,22.0,Normal,3.0,Low,Poor,Poor,9.0,5.0,Strong,No,0.0,18.0,6.0
8451.0,13.0,Research & Development,College,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,15.0,Medium,3.0,Medium,Good,Bad,5.0,5.0,Minimal,Yes,0.0,20.0,20.0
9646.0,45.0,Unknown,Master,Technician,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,5.0,High,0.0,Medium,Excellent,Bad,5.0,14.0,Minimal,Yes,1.0,20.0,20.0
2788.0,13.0,Human Resources,Master,Laboratory Technician,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,17.0,21.0,Medium,3.0,Very High,Bad,Poor,5.0,5.0,Moderate,Yes,0.0,20.0,20.0
9781.0,48.0,Unknown,Master,Technician,Male,5000.0,2024-11-14,Yes,Travel_Frequently,Divorced,10.0,50.0,Low,3.0,Low,Poor,Bad,9.0,13.0,Minimal,Yes,0.0,20.0,20.0
6150.0,27.0,Research & Development,College,Executive,Male,5393.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,50.0,High,3.0,Low,Excellent,Bad,5.0,5.0,Strong,Yes,0.0,22.0,13.0
5903.0,13.0,Human Resources,Below College,Technician,Female,5000.0,2018-12-05,Yes,Travel_Rarely,Single,10.0,0.0,High,0.0,Low,Bad,Bad,5.0,5.0,Extremely,Yes,0.0,20.0,3.0
3528.0,13.0,Sales,Bachelor,Scientist,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,Medium,3.0,High,Excellent,Good,1.0,5.0,Extremely,Yes,1.0,20.0,20.0
7618.0,13.0,Research & Development,Master,Executive,Male,13344.0,2024-11-07,Yes,Travel_Frequently,Divorced,12.0,50.0,Low,3.0,Medium,Good,Poor,5.0,5.0,Extremely,Yes,0.0,20.0,36.0
3038.0,13.0,Research & Development,Doctor,Executive,Male,7945.0,2018-12-05,No,Travel_Frequently,Single,10.0,0.0,Medium,3.0,Low,Bad,Good,5.0,5.0,Minimal,No,0.0,19.0,20.0
2390.0,13.0,Human Resources,College,Research Scientist,Female,19074.0,2018-12-05,Yes,Travel_Frequently,Married,10.0,15.0,High,3.0,Very High,Poor,Bad,5.0,5.0,Extremely,Yes,0.0,20.0,1.0
3667.0,31.0,Human Resources,College,Technician,Female,4271.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,16.0,High,2.0,Medium,Bad,Bad,2.0,5.0,Minimal,Yes,2.0,15.0,6.0
8647.0,13.0,Sales,Below College,Technician,Male,5000.0,2018-12-05,No,Travel_Frequently,Single,10.0,0.0,Low,1.0,Low,Poor,Excellent,5.0,5.0,Minimal,Yes,3.0,15.0,20.0
4980.0,13.0,Research & Development,Other,Research Scientist,Male,5000.0,2019-06-12,Yes,Travel_Rarely,Single,10.0,15.0,Normal,3.0,Medium,Good,Good,5.0,14.0,Moderate,No,1.0,15.0,30.0
3129.0,13.0,Unknown,Other,Executive,Male,5000.0,2018-12-05,No,Travel_Frequently,Divorced,15.0,15.0,High,3.0,Very High,Bad,Poor,5.0,0.0,Extremely,Yes,0.0,20.0,20.0
7223.0,13.0,Sales,Below College,Laboratory Technician,Male,5000.0,2019-01-20,Yes,Travel_Frequently,Single,12.0,21.0,High,3.0,Low,Excellent,Bad,5.0,9.0,Minimal,Yes,1.0,20.0,20.0
8666.0,13.0,Human Resources,Doctor,Scientist,Male,5000.0,2018-12-05,No,Travel_Frequently,Single,20.0,27.0,High,3.0,Very High,Bad,Good,5.0,5.0,Minimal,No,0.0,20.0,20.0
4473.0,13.0,Human Resources,College,Executive,Male,9090.0,2017-05-09,No,Travel_Frequently,Single,14.0,50.0,High,1.0,Low,Excellent,Good,2.0,0.0,Minimal,Yes,2.0,20.0,20.0
2900.0,13.0,Research & Development,College,Laboratory Technician,Female,8929.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,Normal,0.0,Low,Poor,Bad,0.0,5.0,Minimal,No,0.0,20.0,20.0
8469.0,13.0,Sales,College,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,0.0,High,3.0,Low,Good,Good,10.0,7.0,Minimal,Yes,2.0,20.0,22.0
3056.0,37.0,Human Resources,Doctor,Manager,Female,5000.0,2016-06-26,Yes,Travel_Rarely,Single,10.0,0.0,High,5.0,Low,Excellent,Excellent,8.0,5.0,Extremely,Yes,2.0,20.0,20.0
2336.0,13.0,Human Resources,Other,Scientist,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,19.0,18.0,Medium,3.0,Low,Poor,Bad,5.0,3.0,Moderate,Yes,0.0,20.0,20.0
3911.0,59.0,Sales,Master,Executive,Male,5000.0,2018-12-05,Yes,Travel_Rarely,Married,19.0,15.0,High,3.0,Low,Bad,Good,10.0,5.0,Minimal,No,0.0,20.0,21.0
4354.0,13.0,Research & Development,Master,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,19.0,14.0,High,3.0,Low,Excellent,Excellent,5.0,5.0,Strong,No,3.0,11.0,20.0
9538.0,13.0,Research & Development,Bachelor,Technician,Male,10635.0,2018-12-05,Yes,Travel_Rarely,Married,10.0,50.0,High,5.0,Low,Bad,Bad,1.0,11.0,Extremely,Yes,0.0,20.0,20.0
9007.0,13.0,Human Resources,Below College,Manager,Male,5000.0,2018-12-05,Yes,Travel_Rarely,Single,10.0,7.0,Low,5.0,Low,Bad,Bad,10.0,5.0,Minimal,Yes,2.0,20.0,7.0
8956.0,13.0,Research & Development,Other,Laboratory Technician,Male,5000.0,2019-04-12,Yes,Travel_Frequently,Single,6.0,0.0,Medium,3.0,Low,Excellent,Bad,5.0,5.0,Extremely,Yes,0.0,22.0,14.0
5094.0,13.0,Sales,Doctor,Laboratory Technician,Female,5000.0,2018-12-05,No,Travel_Frequently,Single,2.0,9.0,Low,3.0,Very High,Excellent,Bad,5.0,4.0,Minimal,Yes,1.0,20.0,30.0
7524.0,44.0,Human Resources,Doctor,Scientist,Male,19272.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,15.0,High,0.0,Low,Poor,Excellent,5.0,5.0,Minimal,No,3.0,24.0,20.0
2746.0,13.0,Sales,Other,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,Normal,3.0,Low,Excellent,Bad,5.0,13.0,Minimal,Yes,0.0,20.0,20.0
2949.0,13.0,Research & Development,Below College,Research Scientist,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,50.0,High,3.0,Very High,Bad,Excellent,5.0,5.0,Minimal,Yes,2.0,20.0,20.0
2674.0,13.0,Research & Development,Other,Scientist,Male,17450.0,2018-12-05,Yes,Travel_Frequently,Single,6.0,50.0,Low,3.0,Low,Excellent,Excellent,5.0,14.0,Minimal,No,2.0,17.0,5.0
9377.0,13.0,Research & Development,College,Laboratory Technician,Male,4206.0,2018-12-05,Yes,Travel_Frequently,Married,10.0,50.0,High,3.0,High,Excellent,Excellent,8.0,5.0,Minimal,Yes,1.0,20.0,5.0
9773.0,13.0,Research & Development,Other,Technician,Male,5000.0,2018-12-05,Yes,Travel_Rarely,Single,10.0,0.0,High,5.0,Low,Bad,Poor,10.0,5.0,Minimal,No,3.0,11.0,38.0
3516.0,21.0,Human Resources,Below College,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,0.0,High,3.0,Low,Good,Bad,5.0,5.0,Minimal,Yes,0.0,22.0,8.0
2646.0,13.0,Sales,College,Manager,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,15.0,High,3.0,Low,Good,Bad,5.0,5.0,Extremely,Yes,2.0,20.0,12.0
2310.0,13.0,Human Resources,Bachelor,Executive,Male,7187.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,21.0,Normal,3.0,Very High,Good,Excellent,5.0,5.0,Moderate,No,2.0,12.0,16.0
9273.0,20.0,Research & Development,Other,Technician,Male,11595.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,High,3.0,Medium,Good,Bad,5.0,5.0,Minimal,Yes,3.0,20.0,20.0
8359.0,55.0,Sales,Other,Executive,Female,19561.0,2021-04-26,Yes,Travel_Rarely,Single,19.0,50.0,Medium,3.0,High,Poor,Excellent,10.0,5.0,Minimal,Yes,1.0,25.0,20.0
9244.0,13.0,Sales,Bachelor,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Divorced,10.0,15.0,High,1.0,High,Bad,Bad,5.0,5.0,Extremely,No,0.0,20.0,20.0
3525.0,33.0,Human Resources,Below College,Executive,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,Normal,3.0,High,Excellent,Excellent,1.0,0.0,Minimal,No,0.0,20.0,7.0
9098.0,13.0,Sales,Bachelor,Laboratory Technician,Female,4819.0,2015-09-30,Yes,Travel_Frequently,Single,10.0,15.0,High,3.0,Low,Good,Poor,5.0,5.0,Moderate,No,2.0,20.0,20.0
5539.0,13.0,Unknown,Master,Executive,Male,3300.0,2018-12-05,Yes,Travel_Frequently,Divorced,5.0,2.0,Low,3.0,High,Excellent,Excellent,5.0,5.0,Extremely,Yes,0.0,24.0,20.0
3069.0,13.0,Research & Development,Bachelor,Executive,Male,18160.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,0.0,Normal,3.0,Low,Poor,Excellent,0.0,11.0,Minimal,No,0.0,20.0,27.0
6169.0,13.0,Sales,Bachelor,Executive,Female,2142.0,2018-12-05,No,Travel_Frequently,Single,10.0,50.0,High,0.0,Medium,Bad,Poor,5.0,7.0,Minimal,Yes,0.0,20.0,12.0
6317.0,13.0,Unknown,Master,Laboratory Technician,Female,5000.0,2018-12-05,No,Travel_Frequently,Single,10.0,50.0,High,1.0,Low,Bad,Bad,5.0,5.0,Minimal,Yes,1.0,21.0,20.0
4724.0,13.0,Human Resources,Other,Manager,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,27.0,High,4.0,Medium,Excellent,Excellent,10.0,5.0,Strong,Yes,1.0,20.0,20.0
3190.0,37.0,Sales,College,Manager,Male,5000.0,2019-10-14,Yes,Travel_Frequently,Single,10.0,0.0,High,3.0,Very High,Excellent,Excellent,5.0,0.0,Minimal,No,0.0,20.0,20.0
3388.0,13.0,Sales,Below College,Executive,Male,5000.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,15.0,Normal,4.0,High,Poor,Excellent,5.0,0.0,Minimal,No,1.0,15.0,20.0
4173.0,13.0,Research & Development,Master,Laboratory Technician,Female,5000.0,2018-12-05,Yes,Travel_Frequently,Single,13.0,0.0,Normal,3.0,Low,Bad,Poor,5.0,5.0,Minimal,Yes,0.0,20.0,20.0
7192.0,13.0,Research & Development,Other,Laboratory Technician,Male,13538.0,2018-12-05,No,Travel_Frequently,Single,9.0,0.0,Medium,5.0,Low,Excellent,Good,7.0,15.0,Strong,Yes,1.0,20.0,20.0
2569.0,13.0,Unknown,College,Scientist,Male,5000.0,2018-12-05,No,Travel_Rarely,Single,10.0,0.0,High,3.0,High,Bad,Bad,5.0,5.0,Strong,No,2.0,15.0,20.0
2579.0,13.0,Research & Development,Other,Manager,Female,18093.0,2018-12-05,Yes,Travel_Frequently,Single,10.0,50.0,High,2.0,Low,Excellent,Good,3.0,14.0,Minimal,Yes,0.0,17.0,20.0
